uploader,n,mean_label_quality_score,clean_rate,noisy_top_mismatch_rate,pseudo_label_rate,same_class_rate,dominant_class,dominant_top
tripjazz,10,0.6176922004183034,0.2,0.1,0.0,0.8,is-p,is
thet00nedl00n,1,0.6180695043020595,0.0,0.0,0.0,1.0,fx-v,fx
4r7i0_,17,0.6183217833716371,0.4117647058823529,0.0,0.11764705882352941,0.6470588235294118,fx-h,fx
hanasmusic,111,0.6189390273655472,0.35135135135135137,0.04504504504504504,0.036036036036036036,0.6486486486486487,fx-o,fx
oceansonmars,120,0.619549513545239,0.44166666666666665,0.0,0.175,0.6166666666666667,m-si,m
SpinOpel,50,0.6195518275615435,0.46,0.04,0.22,0.56,fx-m,fx
Quiddity_ocean,3,0.6197610590172996,0.3333333333333333,0.0,0.0,1.0,ss-u,ss
Agnivolok,4,0.6199419834034205,0.25,0.25,0.0,0.75,fx-m,fx
solarpsychedelic,20,0.6204179116181125,0.45,0.1,0.05,0.65,m-si,m
mokasza,74,0.6213632660641301,0.4594594594594595,0.013513513513513514,0.13513513513513514,0.6351351351351351,fx-el,fx
jules.jkh,10,0.6214083491375891,0.5,0.0,0.0,0.6,ss-n,ss
jriches1,6,0.6218941982738817,0.5,0.0,0.0,0.5,fx-o,fx
MCKSingh,17,0.621937560984166,0.4117647058823529,0.0,0.29411764705882354,0.5882352941176471,m-m,m
Rico_Casazza,4,0.6229389626791016,0.25,0.0,0.0,0.75,ss-n,ss
flyingwoofer,1,0.6232262308392161,0.0,0.0,0.0,1.0,fx-el,fx
timouse,2,0.6240847730897449,0.5,0.0,0.0,0.5,m-m,m
qubodup,184,0.6241921479744903,0.46195652173913043,0.010869565217391304,0.08152173913043478,0.6358695652173914,fx-o,fx
SofieMC05348_J,2,0.6242648012729296,0.5,0.0,0.0,0.5,fx-h,fx
bitlab_coop,74,0.624711575687225,0.4864864864864865,0.02702702702702703,0.10810810810810811,0.6621621621621622,ss-u,ss
Humanities_Lab,6,0.6247648959435866,0.5,0.0,0.16666666666666666,0.5,fx-h,fx
tt_runscript,2,0.6248888420614243,0.5,0.0,0.0,0.5,fx-m,fx
ImATaco,5,0.6253142024230517,0.4,0.0,0.4,0.6,fx-o,fx
Jaanfreesound,1,0.6253560257176556,0.0,0.0,0.0,1.0,fx-h,fx
Centraca,7,0.6254048094105376,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,fx-o,fx
Quienley,1,0.6255536865126969,0.0,0.0,0.0,1.0,fx-el,fx
elliottliu,20,0.6263831123942519,0.3,0.0,0.0,0.8,fx-el,fx
pnwheeler,17,0.6271996834159355,0.5294117647058824,0.058823529411764705,0.11764705882352941,0.6470588235294118,fx-m,fx
L.Finck,7,0.6276347274377778,0.42857142857142855,0.0,0.14285714285714285,0.7142857142857143,ss-n,ss
lukaprincic,1,0.6276529234942967,0.0,0.0,0.0,1.0,ss-n,ss
el_boss,2,0.6287682930967002,0.5,0.0,0.5,0.5,fx-o,fx
rthijs,12,0.6296220367033559,0.16666666666666666,0.0,0.0,0.8333333333333334,ss-u,ss
szegvari,1,0.629860604723072,0.0,0.0,0.0,1.0,ss-s,ss
Benthran,1,0.630076980883391,0.0,0.0,0.0,1.0,fx-h,fx
curious_world_on_youtube,16,0.6313377681289073,0.5625,0.125,0.1875,0.625,ss-n,fx
Mortebeu,16,0.6318814072115324,0.5625,0.0625,0.125,0.625,m-m,m
Heatherfquinn,1,0.631898148119864,0.0,0.0,0.0,1.0,ss-u,ss
bigblubber23,2,0.6324260778167919,0.5,0.0,0.0,0.5,fx-o,fx
tomasincafeina,1,0.6328453542420698,0.0,0.0,0.0,1.0,fx-o,fx
Huglex,5,0.633435369375148,0.6,0.0,0.0,0.6,fx-o,fx
magedu,1,0.6335404321716669,0.0,0.0,0.0,1.0,fx-o,fx
JadeW40,9,0.6336885321926885,0.4444444444444444,0.0,0.3333333333333333,0.5555555555555556,fx-h,fx
RTB45,3,0.6348362152037599,0.3333333333333333,0.0,0.0,0.6666666666666666,m-m,m
kommunic8,1,0.6353440747934209,0.0,0.0,0.0,1.0,fx-h,fx
Pennywind,3,0.6355556829470839,0.3333333333333333,0.0,0.0,1.0,m-si,m
DCPoke,2,0.6357185226358136,0.0,0.0,0.0,1.0,ss-n,ss
Anonio82,3,0.6358547848508588,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,fx-el,fx
Somayeh_Mozaffari,27,0.6360241245638227,0.4074074074074074,0.037037037037037035,0.0,0.8148148148148148,fx-v,fx
designerschoice,1804,0.6369825150833089,0.48226164079822614,0.01607538802660754,0.10643015521064302,0.6219512195121951,fx-o,fx
World_Sound_Bank,1,0.6381039869344792,0.0,0.0,0.0,1.0,ss-u,ss
AstraPLanetshine,1,0.6394478639797868,0.0,0.0,0.0,1.0,fx-m,fx
yantar11yantar,1,0.6403910219364201,0.0,0.0,0.0,1.0,ss-u,ss
CIPEN,1,0.6404021104058076,0.0,0.0,0.0,1.0,m-m,m
princessdevourment10,1,0.640507137345876,0.0,0.0,0.0,1.0,ss-u,ss
subquire,2,0.640668882740597,0.0,0.0,0.0,1.0,fx-el,fx
Heosound,3,0.6408770521462959,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-ex,fx
bluedemon6,2,0.6410993931460021,0.5,0.0,0.5,0.5,m-m,m
bit101,4,0.6416725584074267,0.0,0.0,0.0,1.0,ss-u,ss
TxefoZabala,1,0.6417045664604032,0.0,0.0,0.0,1.0,ss-u,ss
measly_whelp,1,0.6423733763643615,0.0,0.0,0.0,1.0,sp-s,sp
exploraciones.sonoras,3,0.6429185671422236,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,ss-u,ss
twiciasty,3,0.6430085820278134,0.6666666666666666,0.0,0.0,0.6666666666666666,ss-u,ss
Fr3pass,4,0.6434016672316046,0.25,0.0,0.0,0.75,sp-s,sp
RealSquink,16,0.6441860853823801,0.5625,0.0,0.25,0.625,ss-n,fx
Meepmorp_,1,0.6448037894979572,0.0,0.0,0.0,1.0,fx-v,fx
Popsnip,1,0.6452228946849234,0.0,0.0,0.0,1.0,fx-h,fx
bigheinze,7,0.6457614598554768,0.42857142857142855,0.0,0.0,0.7142857142857143,is-p,is
LoudKevin,8,0.6458119713871013,0.5,0.0,0.375,0.5,m-m,m
ganapataye,1,0.6458554802351897,0.0,0.0,0.0,1.0,ss-i,ss
RafMOL,1,0.6460342810590677,0.0,0.0,0.0,1.0,fx-h,fx
newtad1,24,0.6462181060506808,0.5416666666666666,0.0,0.0,0.5833333333333334,fx-h,fx
Luisa_Sanchez,175,0.6468168742894966,0.46285714285714286,0.0,0.2,0.5942857142857143,fx-h,fx
Setuniman,11,0.6470171376594579,0.5454545454545454,0.0,0.0,0.5454545454545454,m-m,m
mrspivey,42,0.6474940473506093,0.38095238095238093,0.0,0.023809523809523808,0.6666666666666666,fx-o,fx
Alphabond1,2,0.6482519222380478,0.5,0.0,0.0,0.5,sp-s,sp
TECNOBAITA,53,0.648480784844449,0.41509433962264153,0.03773584905660377,0.03773584905660377,0.6981132075471698,fx-o,fx
MinhSais,34,0.6487047236576468,0.35294117647058826,0.0,0.0,0.7941176470588235,fx-v,fx
wolkenunddreck,1,0.6500117220706783,0.0,0.0,0.0,1.0,ss-i,ss
asmast,2,0.6505590252585673,0.5,0.0,0.0,1.0,fx-h,fx
ChicaWrytes,2,0.6505725793120325,0.5,0.0,0.0,0.5,fx-o,fx
MamickaBeeGames,20,0.6513060234171638,0.55,0.0,0.1,0.6,fx-m,fx
zxxpgpnxvbhp,44,0.6520907529119352,0.5454545454545454,0.1590909090909091,0.09090909090909091,0.7045454545454546,fx-v,fx
AlaskanMariner,11,0.6521407776173358,0.6363636363636364,0.0,0.09090909090909091,0.7272727272727273,ss-n,ss
Universfield,18,0.6526171306972459,0.5555555555555556,0.05555555555555555,0.0,0.6666666666666666,ss-s,ss
idomusics,2,0.6526261739328346,0.5,0.0,0.0,0.5,fx-o,fx
StratiAudio,5,0.6532544083145706,0.2,0.0,0.0,0.8,fx-o,fx
DanJFilms,1,0.653906052550382,0.0,0.0,0.0,1.0,fx-ex,fx
TheKingOfGeeks360,97,0.6546044811826288,0.4639175257731959,0.0,0.061855670103092786,0.7525773195876289,fx-a,fx
notjabezaguilar,3,0.6548532574569941,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-o,fx
eftos,13,0.6548976674260985,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.6923076923076923,ss-s,ss
singerjamesc,1,0.6551539303620063,0.0,0.0,0.0,1.0,ss-u,ss
drumhand,2,0.655251451917914,0.5,0.0,0.5,0.5,fx-o,fx
namiee,8,0.6558444944060525,0.5,0.0,0.375,0.5,fx-o,fx
maclegge,2,0.6558552169790264,0.5,0.0,0.5,0.5,fx-o,fx
FelixRollSound,7,0.6565159236420628,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,ss-n,ss
bruno.auzet,60,0.6565269358121543,0.5333333333333333,0.05,0.05,0.6666666666666666,ss-n,ss
lantiphon,1,0.6566559756543673,0.0,0.0,0.0,1.0,fx-o,fx
Macktrey,4,0.6570743207899662,0.5,0.0,0.0,0.5,m-m,m
Robo9418,37,0.6582448458599457,0.4864864864864865,0.0,0.08108108108108109,0.6756756756756757,fx-o,fx
kirikkola,2,0.6587184078675815,0.5,0.0,0.5,0.5,fx-o,fx
Crimsonblaze,5,0.6589458706889124,0.6,0.0,0.4,0.6,fx-o,fx
Woidman,3,0.6594634183709581,0.3333333333333333,0.0,0.0,0.6666666666666666,m-si,m
Sabacky,4,0.6596178388130937,0.5,0.0,0.25,0.75,fx-m,fx
Quonux,1,0.6597015878071563,0.0,0.0,0.0,1.0,fx-ex,fx
Bangerloops,2,0.660646792303931,0.5,0.0,0.0,0.5,m-si,m
musselmox,2,0.6607888065228551,0.5,0.0,0.5,0.5,fx-h,fx
null.ou,2,0.6622825890659846,0.5,0.0,0.0,0.5,fx-o,fx
LumaEros,1,0.6625459455006614,0.0,0.0,0.0,1.0,fx-a,fx
Aesnas,1,0.6625503081152628,0.0,0.0,0.0,1.0,fx-h,fx
thsha1,2,0.6625842974579794,0.5,0.0,0.5,0.5,fx-o,fx
Serius369,1,0.6626116803604569,0.0,0.0,0.0,1.0,ss-n,ss
minimilka,2,0.6629515500484389,0.5,0.0,0.0,0.5,fx-o,fx
PlagueObbyYT,1,0.6630842744749849,0.0,0.0,0.0,1.0,m-si,m
James_Bullen,3,0.6631401221542387,0.6666666666666666,0.0,0.0,0.6666666666666666,ss-u,ss
Artninja,162,0.6633184468638289,0.49382716049382713,0.0,0.024691358024691357,0.6790123456790124,fx-o,fx
SwitchDs,6,0.6635545025220242,0.5,0.0,0.0,0.6666666666666666,fx-el,fx
Drude_Aviaja,1,0.6643245613338563,0.0,0.0,0.0,1.0,sp-s,sp
LausitzerRhythmen,1,0.6646673118591047,0.0,0.0,0.0,1.0,ss-u,ss
AlienXXX,17,0.6650637139586072,0.47058823529411764,0.0,0.0,0.7058823529411765,fx-o,fx
tonijsstrods,2,0.6652051146435798,0.5,0.0,0.0,0.5,fx-m,fx
wrinkledsack,9,0.6656159641272009,0.5555555555555556,0.0,0.3333333333333333,0.5555555555555556,fx-m,fx
TyrantTim,31,0.6659905263174382,0.5806451612903226,0.03225806451612903,0.1935483870967742,0.6451612903225806,sp-s,sp
OttisG,3,0.6673006670831353,0.3333333333333333,0.0,0.0,0.6666666666666666,m-m,m
feeldeagua,6,0.66823712241249,0.6666666666666666,0.0,0.0,0.6666666666666666,is-p,is
vhio,47,0.6684762106013625,0.5319148936170213,0.02127659574468085,0.0851063829787234,0.7021276595744681,ss-u,ss
mid-air-duck,1,0.6691604914065985,0.0,0.0,0.0,1.0,ss-s,ss
sandhill0818,6,0.669364961664927,0.5,0.0,0.16666666666666666,0.6666666666666666,fx-el,fx
Walking.With.Microphones,21,0.6697669496908644,0.5714285714285714,0.0,0.047619047619047616,0.7142857142857143,fx-v,fx
R74n,1,0.6703913993297937,0.0,0.0,0.0,1.0,m-m,m
TheSoundLibrary,45,0.6704858732037425,0.5111111111111111,0.0,0.06666666666666667,0.6888888888888889,m-m,m
waveplaySFX,3,0.6710320234710258,0.6666666666666666,0.0,0.0,0.6666666666666666,ss-s,ss
HushAndHarmonyNow,4,0.6710485442645593,0.5,0.0,0.0,0.75,ss-u,ss
w1nthr,8,0.6713592002021884,0.25,0.0,0.0,1.0,is-e,is
ari__inez,1,0.6713715509803181,0.0,0.0,0.0,1.0,m-si,m
JW_Audio,380,0.6718301107080197,0.5105263157894737,0.013157894736842105,0.06842105263157895,0.7394736842105263,fx-el,fx
Ignat,6,0.6718920543778483,0.6666666666666666,0.0,0.0,0.6666666666666666,ss-u,ss
Geoff-Bremner-Audio,59,0.6726498866311524,0.5423728813559322,0.03389830508474576,0.23728813559322035,0.5932203389830508,fx-o,fx
Malachad,1,0.6735702469318998,0.0,0.0,0.0,1.0,ss-u,ss
heklei,3,0.674205038605189,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-o,fx
CozyWatch,1,0.6743379129882674,0.0,0.0,0.0,1.0,fx-h,fx
ava_berardi,7,0.6745242328001274,0.42857142857142855,0.0,0.0,0.7142857142857143,ss-u,ss
sounds_from_palestine,111,0.6756822178954062,0.46846846846846846,0.036036036036036036,0.07207207207207207,0.7207207207207207,ss-u,ss
Pixel_Stick,28,0.6757373334871437,0.4642857142857143,0.0,0.03571428571428571,0.6428571428571429,fx-o,fx
lagildabb1,1,0.6762360522946452,0.0,0.0,0.0,1.0,fx-o,fx
akelley6,61,0.676654207835653,0.5409836065573771,0.01639344262295082,0.06557377049180328,0.7213114754098361,fx-el,fx
applepeye,1,0.6766626912159434,0.0,0.0,0.0,1.0,fx-a,fx
Marshy_Burkowski,6,0.6768519723913021,0.5,0.0,0.16666666666666666,0.8333333333333334,m-m,m
Autobot8299,13,0.6771056915103284,0.38461538461538464,0.0,0.15384615384615385,0.8461538461538461,fx-m,fx
JeanetteDominguez,1,0.6772443599655699,0.0,0.0,0.0,1.0,ss-n,ss
basswf,3,0.6773542480946002,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-n,fx
hokeshaun83,3,0.6777724442762709,0.6666666666666666,0.0,0.0,0.6666666666666666,is-s,is
Danilox7x,5,0.6778850920769685,0.6,0.0,0.2,0.6,fx-o,fx
Nomagician,8,0.6779781333318987,0.375,0.0,0.0,0.75,fx-el,fx
Iceofdoom,4,0.6784621460031546,0.5,0.0,0.0,0.5,sp-s,sp
Robhog,1,0.6785073287082937,0.0,0.0,0.0,1.0,m-m,m
BorzSounds,7,0.6790072039565853,0.42857142857142855,0.0,0.14285714285714285,0.7142857142857143,fx-o,fx
ArcticWanderer,1,0.6793203423401606,0.0,0.0,0.0,1.0,fx-a,fx
RdmnPrd,3,0.6795579887230385,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,fx-m,fx
klankbeeld,618,0.6803076065782908,0.5453074433656958,0.016181229773462782,0.11650485436893204,0.6812297734627831,ss-u,ss
Mad_Boy_FSJler,9,0.6808141188148203,0.5555555555555556,0.0,0.1111111111111111,0.5555555555555556,m-si,m
heidicolorado,5,0.6809567850812092,0.4,0.0,0.2,0.6,fx-m,fx
quehablas,18,0.6814784134137226,0.6111111111111112,0.0,0.05555555555555555,0.6666666666666666,ss-u,ss
bernardogc,6,0.6820928536982022,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,m-sp,m
smekk,6,0.6827781785610781,0.5,0.0,0.16666666666666666,0.6666666666666666,m-si,m
sillyguitar231,4,0.6836870434758296,0.5,0.0,0.25,0.75,m-sp,m
CoolGuy198,3,0.6850107555707007,0.3333333333333333,0.0,0.0,0.6666666666666666,fx-el,fx
1LOVE,51,0.6873056029441698,0.5294117647058824,0.0196078431372549,0.0784313725490196,0.7450980392156863,m-si,m
ROllerozxa,7,0.6876687085498997,0.7142857142857143,0.0,0.0,0.7142857142857143,sp-s,sp
lrogland,4,0.6878313508988665,0.25,0.0,0.0,1.0,ss-i,ss
emma.emma.emma,3,0.6885384761837706,0.6666666666666666,0.0,0.0,0.6666666666666666,m-sp,m
K.G.87,1,0.6890145750203983,0.0,0.0,0.0,1.0,ss-u,ss
Bobisboi,1,0.6893938182400456,0.0,0.0,0.0,1.0,sp-s,sp
tosha73,36,0.690042068902724,0.6111111111111112,0.0,0.1111111111111111,0.6388888888888888,fx-o,fx
HoloDOOMy,1,0.6900778752238798,0.0,0.0,0.0,1.0,fx-o,fx
11h11,1,0.69023065470023,0.0,0.0,0.0,1.0,m-m,m
Maison440,1,0.690575239428419,0.0,0.0,0.0,1.0,fx-o,fx
mk-audio,3,0.6911215876375131,0.6666666666666666,0.0,0.0,0.6666666666666666,ss-n,ss
giddster,83,0.6912446023686349,0.5301204819277109,0.024096385542168676,0.10843373493975904,0.6987951807228916,fx-o,fx
naturenotesuk,26,0.6914474199259895,0.5,0.0,0.038461538461538464,0.7692307692307693,ss-n,ss
ricardoemfield,5,0.6921286722148652,0.4,0.2,0.0,0.8,ss-n,ss
wjb_88,16,0.6926367953972831,0.625,0.0,0.1875,0.625,fx-o,fx
Watchforsnakes,3,0.693935760919033,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-a,fx
ossiklapuri,45,0.6946349240642906,0.35555555555555557,0.0,0.0,0.8888888888888888,fx-v,fx
Sadiquecat,1125,0.6950409698394668,0.5831111111111111,0.021333333333333333,0.08355555555555555,0.704,sp-s,fx
moodyfingers,13,0.6957087416426149,0.5384615384615384,0.0,0.0,0.7692307692307693,fx-el,fx
S0LKER,6,0.6957640427240758,0.5,0.0,0.3333333333333333,0.6666666666666666,m-sp,m
AlexMilsom,8,0.6959061436553525,0.625,0.0,0.25,0.75,ss-u,ss
johe0509,1,0.6960678844383905,0.0,0.0,0.0,1.0,ss-u,ss
howardai,1,0.696115977480831,0.0,0.0,0.0,1.0,ss-i,ss
Porkkana1234,56,0.696170079428427,0.26785714285714285,0.0,0.0,0.9464285714285714,fx-m,fx
synthgal,1,0.6966229337091066,0.0,0.0,0.0,1.0,m-m,m
ClaytonitaW,1,0.697037477837633,0.0,0.0,0.0,1.0,fx-m,fx
jeo,1,0.6979997222220932,0.0,0.0,0.0,1.0,ss-n,ss
ForestVibes,26,0.6995981053626514,0.5769230769230769,0.038461538461538464,0.0,0.7307692307692307,fx-a,fx
kengiac,1,0.6998356812918363,0.0,0.0,0.0,1.0,sp-s,sp
YannSauvin,13,0.7002540296861858,0.5384615384615384,0.0,0.07692307692307693,0.6923076923076923,ss-n,fx
ejarz,1,0.701210055236355,0.0,0.0,0.0,1.0,ss-s,ss
hahahawindy,1,0.7014193723589814,0.0,0.0,0.0,1.0,fx-o,fx
JelloApocalypse,29,0.7014289084014279,0.6206896551724138,0.06896551724137931,0.1724137931034483,0.6551724137931034,fx-o,fx
hamsel,2,0.7014506573807062,0.5,0.0,0.0,1.0,m-m,m
Enchanting_bluecanary,1,0.7015293838136518,0.0,0.0,0.0,1.0,fx-a,fx
Mohagged,11,0.701533543462666,0.5454545454545454,0.0,0.0,0.9090909090909091,fx-m,fx
petercornell,9,0.7016288383178815,0.6666666666666666,0.0,0.1111111111111111,0.6666666666666666,fx-h,fx
pulseczar42,1,0.7028656601677522,0.0,0.0,0.0,1.0,fx-o,fx
Lancemartin,2,0.7052634480942284,0.5,0.0,0.0,1.0,m-si,m
UncleBarnie,1,0.7052986884181021,0.0,0.0,0.0,1.0,ss-u,ss
MAGS1330,3,0.7062043863512183,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-h,fx
Mihacappy,138,0.7063805872703436,0.5797101449275363,0.0,0.06521739130434782,0.7028985507246377,fx-o,fx
GianlucaYornet,1,0.7066551264693113,0.0,0.0,0.0,1.0,ss-n,ss
Alpaca_Audio,66,0.7068599484785796,0.5909090909090909,0.030303030303030304,0.15151515151515152,0.6515151515151515,fx-o,fx
KoProLoL15,1,0.7070706723642053,0.0,0.0,0.0,1.0,sp-s,sp
fracececa,1,0.7073169160447025,0.0,0.0,0.0,1.0,ss-i,ss
EelisVee,19,0.7080636177449091,0.15789473684210525,0.0,0.0,1.0,fx-v,fx
strydgent,1,0.7083963151193156,0.0,0.0,0.0,1.0,fx-o,fx
Kanny100,5,0.7086125529375902,0.6,0.0,0.2,0.8,fx-n,ss
ibrizie,3,0.7091205214029994,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,fx-m,fx
DOM2146115,12,0.7091511284318358,0.6666666666666666,0.0,0.08333333333333333,0.6666666666666666,fx-h,fx
nicorico_120,9,0.7093368498813418,0.6666666666666666,0.0,0.0,0.6666666666666666,m-m,m
SergeQuadrado,22,0.7094577816992611,0.45454545454545453,0.0,0.045454545454545456,0.8636363636363636,fx-h,fx
fhauser1,1,0.710111101300009,0.0,0.0,0.0,1.0,ss-u,ss
The_Kintsugi,1,0.7102274096992266,0.0,0.0,0.0,1.0,fx-a,fx
wordwiz1,2,0.7104368471253126,0.5,0.0,0.0,1.0,sp-s,sp
cervidstudios,1,0.7108029644585412,0.0,0.0,0.0,1.0,m-m,m
5ound0f5ilence,1,0.7112523786629473,0.0,0.0,0.0,1.0,fx-h,fx
MieliTietty,22,0.7115804614501126,0.5909090909090909,0.0,0.045454545454545456,0.8181818181818182,m-m,m
samaedian,2,0.7121281249758997,0.5,0.0,0.0,1.0,fx-o,fx
sophia_eastman,5,0.7123034331628323,0.6,0.0,0.0,0.8,fx-o,fx
scwambled,1,0.7128597272814768,0.0,0.0,0.0,1.0,fx-el,fx
soundofsong,6,0.7128832304786216,0.3333333333333333,0.0,0.0,0.8333333333333334,ss-n,ss
EugenioMonegasco77,1,0.7138943773487018,0.0,0.0,0.0,1.0,m-si,m
raul0617,3,0.7149794600969922,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,fx-o,fx
sensingtheforest,2503,0.7149794801760483,0.5237714742309229,0.0007990411506192569,0.0,0.8621654015181782,ss-n,ss
SlimFordy,9,0.7160466359086003,0.5555555555555556,0.0,0.1111111111111111,0.6666666666666666,m-m,m
Mayro88,47,0.7166191797940886,0.6808510638297872,0.0,0.0,0.7446808510638298,is-e,is
gothpsychopath,1,0.7167078541575868,0.0,0.0,0.0,1.0,fx-o,fx
Sound-Art-UK,18,0.7172753673205159,0.6666666666666666,0.0,0.05555555555555555,0.7777777777777778,ss-n,ss
joanofrawrc,4,0.7175323407255313,0.75,0.0,0.25,0.75,ss-u,ss
TheMrAngelGames584,1,0.717765834018859,0.0,0.0,0.0,1.0,ss-s,ss
cartoonrob,2,0.7178493543435046,0.5,0.0,0.0,1.0,ss-n,ss
DuranBurrus,3,0.7179050968274328,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-o,fx
VocalPercussion,5,0.7179145547526811,0.6,0.0,0.0,0.8,m-sp,m
sabrinaaiuijijiji,9,0.7179727869990056,0.6666666666666666,0.0,0.1111111111111111,0.6666666666666666,fx-o,fx
claywh,1,0.7185760409125261,0.0,0.0,0.0,1.0,fx-n,fx
tonymadethatt,1,0.7193069678071007,0.0,0.0,0.0,1.0,fx-el,fx
BogumilaMerc,39,0.7200161914079487,0.5384615384615384,0.0,0.23076923076923078,0.6410256410256411,fx-o,fx
fcochaux,1,0.7203750550937401,0.0,0.0,0.0,1.0,ss-n,ss
hz37,22,0.7203868874167741,0.5,0.045454545454545456,0.045454545454545456,0.8181818181818182,ss-i,ss
FusionWolf3740,4,0.7205143333440953,0.75,0.0,0.0,0.75,fx-el,fx
clif_creates,4,0.7205959561740218,0.75,0.0,0.0,0.75,ss-n,ss
27Silva,3,0.720871297028958,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,m-si,m
Destructo20,2,0.7208930355382734,0.5,0.0,0.0,1.0,m-si,m
HappyPizzaBread,12,0.721048910711665,0.75,0.08333333333333333,0.0,0.75,fx-el,fx
89o_dev,1,0.7217940773328657,0.0,0.0,0.0,1.0,m-si,m
Sannevdberg,1,0.7218644211907224,0.0,0.0,0.0,1.0,ss-u,ss
JanRou,8,0.7219693210319579,0.625,0.0,0.25,0.75,ss-n,ss
Wemo2001,1,0.722575862679764,0.0,0.0,0.0,1.0,fx-o,fx
kvgarlic,24,0.7233144129721879,0.625,0.08333333333333333,0.0,0.7916666666666666,ss-n,ss
Bluebird28,1,0.7237847574809122,0.0,0.0,0.0,1.0,sp-c,sp
Cheolmin_Lee,7,0.7240411925511631,0.5714285714285714,0.0,0.14285714285714285,0.8571428571428571,ss-u,ss
shaunhillyard,11,0.7251935481007283,0.6363636363636364,0.0,0.18181818181818182,0.6363636363636364,fx-o,fx
amandasal1478,5,0.7251992172625454,0.6,0.0,0.0,0.6,fx-o,fx
avreference,14,0.7252218604353896,0.6428571428571429,0.0,0.07142857142857142,0.7857142857142857,sp-p,sp
Ravetracer,3,0.7258944201105911,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,fx-n,fx
deleted_user_17997942,6,0.7275041634542828,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,fx-o,fx
theeinfernalpractice,9,0.7277173732075951,0.5555555555555556,0.0,0.0,0.8888888888888888,ss-s,ss
MathewGuerrero,6,0.7287239774884694,0.6666666666666666,0.0,0.16666666666666666,0.6666666666666666,fx-h,fx
lrnr00,4,0.7289142078209991,0.75,0.0,0.25,0.75,ss-u,ss
HotCranberry0201,2,0.7296162129229707,0.0,0.0,0.0,1.0,fx-el,fx
Azrael1905,1,0.7298444480981573,0.0,0.0,0.0,1.0,ss-n,ss
Takimeko,1,0.7305332137324068,0.0,0.0,0.0,1.0,fx-h,fx
AcidKekkonen,54,0.7306852778832916,0.6666666666666666,0.0,0.07407407407407407,0.7037037037037037,m-si,m
MakgeoperJac,3,0.7310379992506127,0.3333333333333333,0.0,0.0,1.0,fx-o,fx
DaUik,14,0.7315556231926482,0.5714285714285714,0.0,0.0,0.7857142857142857,fx-o,fx
Ovoid_Ignoble,1,0.7323832187382687,0.0,0.0,0.0,1.0,fx-el,fx
Sample_Me,1,0.7337219336578962,0.0,0.0,0.0,1.0,sp-s,sp
IceburgMO,1,0.7337324836887616,0.0,0.0,0.0,1.0,fx-v,fx
justamudkip,16,0.7342023333246521,0.5625,0.0,0.125,0.75,fx-o,fx
philipus,1,0.7346410823838587,0.0,0.0,0.0,1.0,ss-u,ss
joao44,7,0.734949061963394,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,ss-u,ss
HaJoNiMa55,1,0.7369020409423116,1.0,0.0,0.0,1.0,ss-n,ss
aobowser,1,0.7371017347764791,1.0,0.0,0.0,1.0,fx-h,fx
polinkins,1,0.7379034583073936,0.0,0.0,0.0,1.0,ss-u,ss
Matteo.LP,1,0.738213594812933,0.0,0.0,0.0,1.0,ss-n,ss
xqetuos,1,0.7385721628900082,0.0,0.0,0.0,1.0,fx-el,fx
bangcorrupt,17,0.7394632109364899,0.6470588235294118,0.0,0.11764705882352941,0.7647058823529411,fx-o,fx
MeanRaccoon,47,0.739478592799795,0.6382978723404256,0.0,0.1702127659574468,0.6808510638297872,fx-o,fx
Breaksmatter2006,3,0.7396083637876177,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,m-m,m
LacyJubb,1,0.7404759946767991,0.0,0.0,0.0,1.0,fx-el,fx
Fedor_Ogon,12,0.7419871811214361,0.4166666666666667,0.0,0.0,1.0,fx-o,fx
evi1r0n,1,0.7419930162221571,0.0,0.0,0.0,1.0,sp-c,sp
chikunmaster,2,0.7422037346049488,0.5,0.0,0.0,1.0,fx-o,fx
Elchap,8,0.7425272427342167,0.625,0.0,0.0,0.75,fx-o,fx
kd33n,3,0.7434187227372367,0.6666666666666666,0.0,0.0,0.6666666666666666,fx-o,fx
