uploader,n,same_class_rate,same_top_class_rate,mean_classifier_confidence,mean_provided_class_probability,dominant_class
j4n85,1,1.0,1.0,0.9591538,0.9591538,m-m
jahjahjahjah,1,1.0,1.0,0.77109075,0.77109075,fx-a
james.luib,1,1.0,1.0,0.84445494,0.84445494,fx-h
jcmbo369,1,1.0,1.0,0.92961425,0.92961425,m-si
jeeruff,1,1.0,1.0,0.9808575,0.9808575,m-m
jemtman,1,1.0,1.0,0.7020716,0.7020716,fx-el
jeo,1,1.0,1.0,0.62453747,0.62453747,ss-n
jerry.berumen,1,1.0,1.0,0.9893646,0.9893646,fx-o
joanne_pang,1,1.0,1.0,0.9802677,0.9802677,m-si
joca68,1,1.0,1.0,0.9458424,0.9458424,ss-u
joe12397,1,1.0,1.0,0.77988374,0.77988374,fx-h
joeyjanelee,1,1.0,1.0,0.8990737,0.8990737,ss-u
johe0509,1,1.0,1.0,0.6005597,0.6005597,ss-u
john_van_wag,1,1.0,1.0,0.4291233,0.4291233,fx-o
jonrai,1,1.0,1.0,0.73794746,0.73794746,ss-u
jsa.dj,1,1.0,1.0,0.994998,0.994998,is-p
jzielke011,1,1.0,1.0,0.9863002,0.9863002,fx-o
kamelot333,1,1.0,1.0,0.8478182,0.8478182,m-sp
kanaizo,1,1.0,1.0,0.984807,0.984807,ss-s
katsomerv,1,1.0,1.0,0.80717117,0.80717117,ss-u
kengiac,1,1.0,1.0,0.62144685,0.62144685,sp-s
kevinbreglia41,1,1.0,1.0,0.7269424,0.7269424,fx-m
kgosales,1,1.0,1.0,0.34140882,0.34140882,ss-i
kitokrill,1,1.0,1.0,0.9759718,0.9759718,ss-u
kobe_3000,1,1.0,1.0,0.92209065,0.92209065,fx-o
kommunic8,1,1.0,1.0,0.5371119,0.5371119,fx-h
kujli,1,1.0,1.0,0.5092859,0.5092859,fx-h
kurumik,1,1.0,1.0,0.75106686,0.75106686,fx-el
lagildabb1,1,1.0,1.0,0.6239444,0.6239444,fx-o
lantiphon,1,1.0,1.0,0.59313476,0.59313476,fx-o
ldman165,1,1.0,1.0,0.9780718,0.9780718,fx-h
ldsqui,1,1.0,1.0,0.7530134,0.7530134,fx-h
lisaisanut,1,1.0,1.0,0.9888746,0.9888746,fx-o
lorilorilureeluree,1,1.0,1.0,0.92651236,0.92651236,fx-el
ltruong267,1,1.0,1.0,0.85449296,0.85449296,fx-n
lucor13,1,1.0,1.0,0.9302848,0.9302848,fx-n
lukaprincic,1,1.0,1.0,0.52818316,0.52818316,ss-n
lwranimate,1,1.0,1.0,0.9754469,0.9754469,fx-o
mad_ad13,1,1.0,1.0,0.43059403,0.43059403,ss-u
madcowzack,1,1.0,1.0,0.97036743,0.97036743,fx-o
madsblueray,1,1.0,1.0,0.944294,0.944294,m-m
magedu,1,1.0,1.0,0.5519241,0.5519241,fx-o
marcushagued,1,1.0,1.0,0.8219148,0.8219148,fx-v
marisvaren,1,1.0,1.0,0.87268573,0.87268573,ss-u
matsuscienz,1,1.0,1.0,0.9842397,0.9842397,fx-n
measly_whelp,1,1.0,1.0,0.5276775,0.5276775,sp-s
meta4khz,1,1.0,1.0,0.97987145,0.97987145,m-si
metaphortune,1,1.0,1.0,0.98880994,0.98880994,m-si
mewingtercero0086,1,1.0,1.0,0.9558481,0.9558481,fx-h
mid-air-duck,1,1.0,1.0,0.597753,0.597753,ss-s
mincemedia,1,1.0,1.0,0.9512297,0.9512297,ss-n
miriamsperb,1,1.0,1.0,0.78744584,0.78744584,ss-u
mistakenforathing,1,1.0,1.0,0.9870826,0.9870826,fx-o
mk-la,1,1.0,1.0,0.97326916,0.97326916,fx-h
mm11x9,1,1.0,1.0,0.9254605,0.9254605,is-e
momoko2014mo,1,1.0,1.0,0.47314596,0.47314596,ss-n
mono832,1,1.0,1.0,0.963439,0.963439,fx-o
monte32,1,1.0,1.0,0.909953,0.909953,fx-v
myristica,1,1.0,1.0,0.987368,0.987368,fx-o
nathalicas,1,1.0,1.0,0.99211216,0.99211216,fx-o
nawanda54,1,1.0,1.0,0.77801025,0.77801025,fx-o
nchistov,1,1.0,1.0,0.8699053,0.8699053,fx-n
newturtle,1,1.0,1.0,0.33474845,0.33474845,ss-s
nilemill,1,1.0,1.0,0.80168676,0.80168676,fx-el
nimasigg,1,1.0,1.0,0.9807806,0.9807806,fx-o
njd,1,1.0,1.0,0.8716772,0.8716772,fx-o
nobody0101,1,1.0,1.0,0.919913,0.919913,fx-n
not_yr,1,1.0,1.0,0.99096584,0.99096584,fx-o
notsawry,1,1.0,1.0,0.9535559,0.9535559,fx-n
noxan122,1,1.0,1.0,0.95439243,0.95439243,m-m
ohio_kid,1,1.0,1.0,0.90235007,0.90235007,m-si
oldmanrhythm,1,1.0,1.0,0.90433466,0.90433466,m-sp
olivierklein,1,1.0,1.0,0.7954885,0.7954885,fx-a
olver,1,1.0,1.0,0.9883822,0.9883822,fx-h
orbusview,1,1.0,1.0,0.47677165,0.47677165,fx-o
osi.nwachukwu,1,1.0,1.0,0.9694773,0.9694773,fx-n
ottsara,1,1.0,1.0,0.8014142,0.8014142,fx-o
owhorvath,1,1.0,1.0,0.9806563,0.9806563,fx-o
p0l1p0k3t,1,1.0,1.0,0.98267287,0.98267287,fx-h
pedr01,1,1.0,1.0,0.9608364,0.9608364,fx-el
peepeepeepeeman,1,1.0,1.0,0.8016998,0.8016998,ss-u
phanormethtrodex,1,1.0,1.0,0.9010379,0.9010379,fx-el
philipus,1,1.0,1.0,0.670829,0.670829,ss-u
pianobord,1,1.0,1.0,0.98405,0.98405,m-si
pierreluclandry,1,1.0,1.0,0.9928347,0.9928347,fx-o
pigeonseed,1,1.0,1.0,0.9476398,0.9476398,ss-u
plygon1_,1,1.0,1.0,0.96210784,0.96210784,fx-el
polinkins,1,1.0,1.0,0.6628541,0.6628541,ss-u
pophey1957,1,1.0,1.0,0.9746641,0.9746641,ss-n
princessdevourment10,1,1.0,1.0,0.5475714,0.5475714,ss-u
pryano,1,1.0,1.0,0.9878696,0.9878696,m-sp
pulseczar42,1,1.0,1.0,0.63319147,0.63319147,fx-o
pulswelle,1,1.0,1.0,0.70207876,0.70207876,ss-n
qochlea,1,1.0,1.0,0.89527166,0.89527166,fx-ex
quaint.shores,1,1.0,1.0,0.9892545,0.9892545,fx-o
racheltwu,1,1.0,1.0,0.94725543,0.94725543,fx-o
raeraeleo,1,1.0,1.0,0.98513097,0.98513097,fx-o
rayfaiq,1,1.0,1.0,0.74524695,0.74524695,fx-el
realwisut1993,1,1.0,1.0,0.99689543,0.99689543,is-p
repalomino,1,1.0,1.0,0.83575886,0.83575886,fx-h
rimolvo,1,1.0,1.0,0.94768703,0.94768703,ss-n
roberto_passuti,1,1.0,1.0,0.7322527,0.7322527,ss-n
roisin.gleeson,1,1.0,1.0,0.7998513,0.7998513,fx-a
ron88888,1,1.0,1.0,0.9884351,0.9884351,fx-o
rorymceachan,1,1.0,1.0,0.98443353,0.98443353,m-si
rpardeza00,1,1.0,1.0,0.39515096,0.39515096,fx-a
rytmdesign,1,1.0,1.0,0.95793754,0.95793754,m-si
sbml,1,1.0,1.0,0.95265234,0.95265234,fx-n
scwambled,1,1.0,1.0,0.6396197,0.6396197,fx-el
seoheeyoung,1,1.0,1.0,0.90669763,0.90669763,fx-h
shawnDeer,1,1.0,1.0,0.9058784,0.9058784,fx-o
shelf-employed,1,1.0,1.0,0.95540744,0.95540744,ss-u
shuri7,1,1.0,1.0,0.80186415,0.80186415,ss-n
sillyholiday,1,1.0,1.0,0.98534375,0.98534375,fx-o
singerjamesc,1,1.0,1.0,0.5486935,0.5486935,ss-u
singerlelik,1,1.0,1.0,0.97750723,0.97750723,fx-n
skitsNmelanin,1,1.0,1.0,0.9772747,0.9772747,m-si
skowix,1,1.0,1.0,0.44483724,0.44483724,ss-u
skylar.mianlind,1,1.0,1.0,0.9141072,0.9141072,m-m
solarkitty,1,1.0,1.0,0.9502522,0.9502522,fx-h
soumen59,1,1.0,1.0,0.9941643,0.9941643,fx-h
sound.bitxh,1,1.0,1.0,0.5075625,0.5075625,fx-v
soundfree12312312,1,1.0,1.0,0.9259613,0.9259613,fx-o
soundsquirl,1,1.0,1.0,0.77574414,0.77574414,fx-o
soundstack,1,1.0,1.0,0.9679569,0.9679569,fx-o
sren.blms,1,1.0,1.0,0.9368509,0.9368509,fx-n
stevendchardy,1,1.0,1.0,0.85193604,0.85193604,fx-m
stevesartandcacti,1,1.0,1.0,0.99155444,0.99155444,fx-o
stib,1,1.0,1.0,0.9810027,0.9810027,fx-o
strydgent,1,1.0,1.0,0.63075495,0.63075495,fx-o
subetha2026,1,1.0,1.0,0.7923688,0.7923688,fx-el
sunglitters73,1,1.0,1.0,0.34754008,0.34754008,fx-ex
suonidigallipoli,1,1.0,1.0,0.73012227,0.73012227,ss-u
synthgal,1,1.0,1.0,0.61184657,0.61184657,m-m
szegvari,1,1.0,1.0,0.5217556,0.5217556,ss-s
tamakari,1,1.0,1.0,0.91796714,0.91796714,m-si
tcurless,1,1.0,1.0,0.7966952,0.7966952,fx-a
tfried,1,1.0,1.0,0.75501126,0.75501126,ss-u
thet00nedl00n,1,1.0,1.0,0.48027784,0.48027784,fx-v
thinasareed,1,1.0,1.0,0.9762815,0.9762815,fx-o
thisusernameis,1,1.0,1.0,0.48830327,0.48830327,fx-n
tieyannie,1,1.0,1.0,0.491927,0.491927,ss-n
timothyd4y,1,1.0,1.0,0.92535543,0.92535543,ss-u
tomasincafeina,1,1.0,1.0,0.5393445,0.5393445,fx-o
tonmayster,1,1.0,1.0,0.8361505,0.8361505,fx-h
tonymadethatt,1,1.0,1.0,0.66455376,0.66455376,fx-el
treefit.2025,1,1.0,1.0,0.787101,0.787101,fx-a
tutec,1,1.0,1.0,0.73321205,0.73321205,fx-a
uhhden27,1,1.0,1.0,0.8985359,0.8985359,fx-h
uiserk,1,1.0,1.0,0.9417167,0.9417167,m-si
uksoundvault.,1,1.0,1.0,0.895524,0.895524,m-m
unfa,1,1.0,1.0,0.9563112,0.9563112,fx-m
unxpctd,1,1.0,1.0,0.9784416,0.9784416,ss-u
user10247878,1,1.0,1.0,0.35449034,0.35449034,ss-n
vaguelycarried,1,1.0,1.0,0.7331316,0.7331316,fx-m
vibritherabjit123,1,1.0,1.0,0.9781219,0.9781219,m-m
wadlebirh,1,1.0,1.0,0.98938817,0.98938817,m-m
walkie57,1,1.0,1.0,0.8982336,0.8982336,fx-o
wanaki,1,1.0,1.0,0.9807048,0.9807048,fx-h
wat-er_boi.skits,1,1.0,1.0,0.7382668,0.7382668,m-si
wilidga,1,1.0,1.0,0.98463297,0.98463297,sp-s
willinbrief,1,1.0,1.0,0.87898934,0.87898934,fx-h
wolfmagpie,1,1.0,1.0,0.49211353,0.49211353,fx-h
wolkenunddreck,1,1.0,1.0,0.5451828,0.5451828,ss-i
xqetuos,1,1.0,1.0,0.6593451,0.6593451,fx-el
yantar11yantar,1,1.0,1.0,0.5642916,0.5642916,ss-u
yiorgis,1,1.0,1.0,0.9218807,0.9218807,ss-u
yunclas,1,1.0,1.0,0.7371011,0.7371011,m-si
zavoronok,1,1.0,1.0,0.9769577,0.9769577,ss-u
zeteny_zpx,1,1.0,1.0,0.979894,0.979894,ss-n
zhuradier,1,1.0,1.0,0.9938978,0.9938978,fx-o
