index,audio_emb_filepath,text_emb_filepath,top_class,top_class_idx,class,class_idx
139988,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\139988.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\139988.npy,fx,3,fx-n,16
321643,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\321643.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\321643.npy,fx,3,fx-o,11
86972,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\86972.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\86972.npy,ss,4,ss-i,20
239333,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\239333.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\239333.npy,fx,3,fx-m,13
59773,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\59773.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\59773.npy,m,0,m-si,1
388826,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\388826.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\388826.npy,fx,3,fx-o,11
10088,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\10088.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\10088.npy,sp,2,sp-s,8
345264,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\345264.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\345264.npy,m,0,m-sp,0
431435,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\431435.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\431435.npy,m,0,m-si,1
189626,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\189626.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\189626.npy,fx,3,fx-n,16
77061,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\77061.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\77061.npy,ss,4,ss-u,21
114070,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\114070.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\114070.npy,ss,4,ss-i,20
171194,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\171194.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\171194.npy,sp,2,sp-p,10
397588,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\397588.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\397588.npy,m,0,m-m,2
10495,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\10495.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\10495.npy,is,1,is-p,3
64716,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\64716.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\64716.npy,m,0,m-si,1
211707,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\211707.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\211707.npy,fx,3,fx-n,16
140151,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\140151.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\140151.npy,fx,3,fx-m,13
96780,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\96780.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\96780.npy,ss,4,ss-s,22
167538,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\167538.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\167538.npy,m,0,m-si,1
139307,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\139307.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\139307.npy,m,0,m-m,2
42722,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\42722.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\42722.npy,is,1,is-e,7
76645,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\76645.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\76645.npy,sp,2,sp-c,9
235114,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\235114.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\235114.npy,sp,2,sp-s,8
30033,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\30033.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\30033.npy,ss,4,ss-i,20
91077,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\91077.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\91077.npy,sp,2,sp-s,8
343945,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\343945.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\343945.npy,fx,3,fx-h,14
254294,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\254294.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\254294.npy,fx,3,fx-h,14
11034,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\11034.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\11034.npy,is,1,is-w,5
169102,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\169102.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\169102.npy,ss,4,ss-u,21
54885,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\54885.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\54885.npy,fx,3,fx-o,11
115413,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\115413.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\115413.npy,fx,3,fx-n,16
337818,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\337818.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\337818.npy,m,0,m-sp,0
251034,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\251034.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\251034.npy,is,1,is-s,4
183346,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\183346.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\183346.npy,m,0,m-sp,0
5662,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\5662.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\5662.npy,fx,3,fx-el,18
146483,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\146483.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\146483.npy,is,1,is-p,3
105834,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\105834.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\105834.npy,is,1,is-e,7
89866,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\89866.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\89866.npy,fx,3,fx-o,11
187359,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\187359.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\187359.npy,sp,2,sp-s,8
2889,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\2889.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\2889.npy,is,1,is-e,7
75299,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\75299.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\75299.npy,fx,3,fx-n,16
276563,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\276563.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\276563.npy,m,0,m-sp,0
33123,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\33123.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\33123.npy,is,1,is-p,3
357412,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\357412.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\357412.npy,is,1,is-w,5
41051,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\41051.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\41051.npy,m,0,m-sp,0
356875,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\356875.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\356875.npy,is,1,is-w,5
32765,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\32765.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\32765.npy,fx,3,fx-ex,17
65995,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\65995.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\65995.npy,ss,4,ss-u,21
356584,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\356584.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\356584.npy,is,1,is-w,5
169693,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\169693.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\169693.npy,ss,4,ss-n,19
6926,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\6926.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\6926.npy,fx,3,fx-ex,17
860,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\860.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\860.npy,sp,2,sp-s,8
65398,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\65398.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\65398.npy,ss,4,ss-u,21
386103,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\386103.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\386103.npy,is,1,is-p,3
204641,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\204641.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\204641.npy,sp,2,sp-p,10
211676,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\211676.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\211676.npy,fx,3,fx-m,13
151717,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\151717.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\151717.npy,fx,3,fx-o,11
341609,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\341609.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\341609.npy,fx,3,fx-o,11
72270,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\72270.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\72270.npy,ss,4,ss-n,19
184635,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\184635.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\184635.npy,ss,4,ss-u,21
49799,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\49799.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\49799.npy,ss,4,ss-n,19
198394,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\198394.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\198394.npy,fx,3,fx-o,11
412806,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\412806.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\412806.npy,m,0,m-sp,0
358661,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\358661.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\358661.npy,is,1,is-w,5
419005,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\419005.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\419005.npy,m,0,m-sp,0
113290,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\113290.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\113290.npy,sp,2,sp-p,10
372734,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\372734.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\372734.npy,is,1,is-s,4
236647,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\236647.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\236647.npy,sp,2,sp-s,8
91557,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\91557.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\91557.npy,fx,3,fx-v,12
424110,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\424110.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\424110.npy,m,0,m-si,1
126334,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\126334.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\126334.npy,ss,4,ss-u,21
357663,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\357663.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\357663.npy,is,1,is-w,5
212735,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\212735.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\212735.npy,fx,3,fx-n,16
343741,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\343741.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\343741.npy,fx,3,fx-n,16
37890,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\37890.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\37890.npy,m,0,m-sp,0
222304,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\222304.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\222304.npy,is,1,is-p,3
169093,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\169093.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\169093.npy,ss,4,ss-u,21
86409,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\86409.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\86409.npy,sp,2,sp-s,8
327127,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\327127.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\327127.npy,fx,3,fx-m,13
145535,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\145535.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\145535.npy,fx,3,fx-el,18
143956,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\143956.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\143956.npy,fx,3,fx-o,11
341199,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\341199.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\341199.npy,fx,3,fx-v,12
125370,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\125370.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\125370.npy,m,0,m-si,1
71864,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71864.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71864.npy,ss,4,ss-u,21
105933,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\105933.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\105933.npy,is,1,is-p,3
91978,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\91978.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\91978.npy,ss,4,ss-u,21
114106,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\114106.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\114106.npy,sp,2,sp-p,10
120444,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\120444.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\120444.npy,sp,2,sp-c,9
144743,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\144743.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\144743.npy,is,1,is-p,3
71662,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\71662.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\71662.npy,sp,2,sp-p,10
153846,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\153846.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\153846.npy,is,1,is-s,4
106438,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\106438.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\106438.npy,sp,2,sp-s,8
166793,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\166793.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\166793.npy,ss,4,ss-u,21
95765,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\95765.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\95765.npy,m,0,m-si,1
22517,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\22517.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\22517.npy,ss,4,ss-i,20
63966,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\63966.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\63966.npy,fx,3,fx-a,15
63242,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\63242.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\63242.npy,is,1,is-p,3
167448,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\167448.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\167448.npy,sp,2,sp-p,10
387162,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\387162.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\387162.npy,fx,3,fx-o,11
185491,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\185491.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\185491.npy,fx,3,fx-o,11
387766,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\387766.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\387766.npy,is,1,is-p,3
74926,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\74926.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\74926.npy,ss,4,ss-u,21
355922,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\355922.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\355922.npy,is,1,is-s,4
36771,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\36771.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\36771.npy,is,1,is-p,3
152912,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\152912.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\152912.npy,fx,3,fx-h,14
128054,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\128054.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\128054.npy,ss,4,ss-u,21
76318,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\76318.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\76318.npy,ss,4,ss-u,21
29453,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\29453.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\29453.npy,fx,3,fx-el,18
16636,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\16636.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\16636.npy,ss,4,ss-n,19
67339,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\67339.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\67339.npy,sp,2,sp-s,8
105510,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\105510.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\105510.npy,is,1,is-e,7
136401,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\136401.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\136401.npy,fx,3,fx-o,11
373691,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\373691.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\373691.npy,is,1,is-k,6
4057,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\4057.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\4057.npy,sp,2,sp-s,8
113340,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\113340.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\113340.npy,fx,3,fx-v,12
107823,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\107823.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\107823.npy,ss,4,ss-n,19
22871,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\22871.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\22871.npy,m,0,m-sp,0
424392,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\424392.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\424392.npy,m,0,m-si,1
86449,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\86449.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\86449.npy,sp,2,sp-s,8
55904,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\55904.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\55904.npy,is,1,is-s,4
13779,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\13779.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\13779.npy,fx,3,fx-n,16
44359,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\44359.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\44359.npy,m,0,m-si,1
87071,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\87071.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\87071.npy,m,0,m-si,1
52062,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\52062.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\52062.npy,fx,3,fx-o,11
26948,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\26948.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\26948.npy,sp,2,sp-s,8
185733,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\185733.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\185733.npy,fx,3,fx-o,11
137919,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\137919.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\137919.npy,sp,2,sp-p,10
154223,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\154223.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\154223.npy,is,1,is-w,5
200887,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\200887.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\200887.npy,m,0,m-si,1
82788,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\82788.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\82788.npy,sp,2,sp-s,8
355291,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\355291.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\355291.npy,is,1,is-w,5
158649,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\158649.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\158649.npy,is,1,is-s,4
94607,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\94607.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\94607.npy,fx,3,fx-n,16
77466,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\77466.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\77466.npy,fx,3,fx-n,16
276574,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\276574.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\276574.npy,fx,3,fx-o,11
162751,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\162751.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\162751.npy,sp,2,sp-p,10
259173,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\259173.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\259173.npy,ss,4,ss-n,19
153283,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\153283.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\153283.npy,fx,3,fx-o,11
374975,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_audio_embeddings\374975.npy,C:\Users\solok\Desktop\Dcase baseline\data\features\clap_text_embeddings\374975.npy,is,1,is-w,5
